split,contract_title,paragraph_index,category,present,answer_count,answer_starts_raw,answer_texts
train,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement,0,Warranty Duration,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Affiliate License-Licensee,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Affiliate License-Licensor,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Agreement Date,1,1,[30],"[""April 6, 2007""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Anti-Assignment,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Audit Rights,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Cap On Liability,1,2,"[17480, 17762]","[""Chase shall have no liability for any indirect, incidental, special or consequential damages or any loss of revenue or profits arising under or with respect to this Agreement or the Affiliate Program, regardless of whether Chase has been advised of the possibility of such damages."", ""Further, Chase's aggregate liability arising under or with respect to this Agreement or the Affiliate Program shall in no event exceed the total Commissions paid or payable by Chase to Affiliate under this   Agreement.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Change Of Control,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Competitive Restriction Exception,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Covenant Not To Sue,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Document Name,1,1,[48],"[""CHASE AFFILIATE AGREEMENT""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Effective Date,1,1,[7564],"[""The term of this Agreement will commence on the date that the Affiliate Registration Form is approved by Chase and will end when terminated by either party.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Exclusivity,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Expiration Date,1,1,[7564],"[""The term of this Agreement will commence on the date that the Affiliate Registration Form is approved by Chase and will end when terminated by either party.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Governing Law,1,1,[18697],"[""This Agreement will be governed in all respects by the laws of the State of Delaware, including its conflict with law provisions.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Insurance,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Ip Ownership Assignment,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Irrevocable Or Perpetual License,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Joint Ip Ownership,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,License Grant,1,1,[12455],"[""Chase grants Affiliate a non-exclusive, nontransferable, revocable right to (a) access the Chase site through the links solely in accordance with the terms of this Agreement and (b) solely in connection with such links, to use Chase's logos, trade names, trademarks, and similar identifying material relating to Chase (collectively, the \""Licensed Materials\""), for the sole purpose of booking Chase products.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Liquidated Damages,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Minimum Commitment,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Most Favored Nation,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,No-Solicit Of Customers,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,No-Solicit Of Employees,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Non-Compete,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Non-Disparagement,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Non-Transferable License,1,1,[12455],"[""Chase grants Affiliate a non-exclusive, nontransferable, revocable right to (a) access the Chase site through the links solely in accordance with the terms of this Agreement and (b) solely in connection with such links, to use Chase's logos, trade names, trademarks, and similar identifying material relating to Chase (collectively, the \""Licensed Materials\""), for the sole purpose of booking Chase products.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Notice Period To Terminate Renewal,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Parties,1,2,"[145, 180]","[""Chase Bank USA, N.A. (?Chase?)"", ""you as an \""Affiliate\""""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Post-Termination Services,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Price Restrictions,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Renewal Term,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Revenue/Profit Sharing,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Rofr/Rofo/Rofn,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Source Code Escrow,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Termination For Convenience,1,2,"[7721, 14054]","[""Either Affiliate or Chase may terminate this Agreement at any time, with or without cause, by giving the other party written or e-mail notice of termination."", ""Chase may revoke Affiliate's license at any time.""]"
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Third Party Beneficiary,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Uncapped Liability,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Unlimited/All-You-Can-Eat-License,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Volume Restriction,0,0,[],[]
train,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,0,Warranty Duration,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Affiliate License-Licensee,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Affiliate License-Licensor,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Agreement Date,1,1,[1366],"[""9/9/97""]"
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Anti-Assignment,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Audit Rights,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Cap On Liability,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Change Of Control,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Competitive Restriction Exception,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Covenant Not To Sue,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Document Name,1,1,[44],"[""WEB HOSTING AGREEMENT""]"
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Effective Date,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Exclusivity,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Expiration Date,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Governing Law,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Insurance,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Ip Ownership Assignment,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Irrevocable Or Perpetual License,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Joint Ip Ownership,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,License Grant,1,1,[951],"[""In the event Galacticomm, Inc. chooses to terminate this agreement, Horst Entertainment Inc. will have the right to purchase a license copy of the software in the amount of $15,000.00.""]"
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Liquidated Damages,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Minimum Commitment,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Most Favored Nation,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,No-Solicit Of Customers,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,No-Solicit Of Employees,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Non-Compete,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Non-Disparagement,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Non-Transferable License,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Notice Period To Terminate Renewal,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Parties,1,2,"[158, 174]","[""Galacticomm"", ""Horst Entertainment Inc""]"
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Post-Termination Services,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Price Restrictions,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Renewal Term,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Revenue/Profit Sharing,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Rofr/Rofo/Rofn,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Source Code Escrow,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Termination For Convenience,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Third Party Beneficiary,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Uncapped Liability,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Unlimited/All-You-Can-Eat-License,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Volume Restriction,0,0,[],[]
train,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,0,Warranty Duration,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Affiliate License-Licensee,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Affiliate License-Licensor,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Agreement Date,1,1,[338],"[""October 3, 2018""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Anti-Assignment,1,3,"[38736, 38822, 38937]","[""Neither Party may assign or transfer this Agreement by operation of law or otherwise."", ""Any assignment made by either Party in contravention of this Section 15.7 shall be null and void for all purposes."", ""In the event of a Change of Control (as defined below) this Agreement shall immediately terminate.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Audit Rights,1,4,"[33718, 34269, 34386, 34514]","[""Subcontractor agrees to provide Manufacturer, at Manufacturer's expense and reasonable request and during ordinary business hours, access to, and copies of, such records, books and all other documents and materials in the possession and under the control of Subcontractor relating to or pertaining to the subject matter of this Agreement; including, but not limited to, the following:\n\na) Subcontractor will provide Manufacturer a schedule of all audits of Subcontractors for materials used in the manufacture of Manufacturer's Products upon request."", ""The schedule will be provided in accordance with the requirements established in Subcontractor's Auditing procedure."", ""Reports on all material Subcontractors for the Manufacturer's Products will be made available to Manufacturer upon request."", ""Upon reasonable notice, Manufacturer may review at any time routine reports relating to all nonconforming materials identified by Subcontractor during the manufacture or inspection of the Manufacturer's Products.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Cap On Liability,1,2,"[18961, 22930]","[""THIS SECTION 7 SETS FORTH SUBCONTRACTOR'S SOLE AND EXCLUSIVE LIABILITY, AND MANUFACTURER'S SOLE AND EXCLUSIVE REMEDY, AS TO ANY FAILURE OF THE MANUFACTURER'S PRODUCTS TO MEET THE WARRANTY STANDARDS."", ""IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY \""COVER\"" DAMAGES (INCLUDING INTERNAL COVER DAMAGES WHICH THE PARTIES AGREE MAY NOT BE CONSIDERED DIRECT DAMAGES), OR ANY INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES OF ANY KIND OR NATURE ARISING OUT OF THIS AGREEMENT OR THE SALE OF MANUFACTURER'S PRODUCTS, WHETHER SUCH LIABILITY IS ASSERTED ON THE BASIS OF CONTRACT, TORT (INCLUDING THE POSSIBILITY OF NEGLIGENCE OR STRICT LIABILITY), OR OTHERWISE, EVEN IF THE PARTY HAS BEEN WARNED OF THE POSSIBILITY OF ANY SUCH LOSS OR DAMAGE, AND EVEN IF ANY OF THE LIMITED REMEDIES IN THIS AGREEMENT\n\n\n\n\n\nFAIL OF THEIR ESSENTIAL PURPOSE.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Change Of Control,1,2,"[38937, 39036]","[""In the event of a Change of Control (as defined below) this Agreement shall immediately terminate."", ""A Change of Control shall occur with respect to the Manufacturer, unless Subcontractor shall have expressly consented to such Change of Control in writing.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Competitive Restriction Exception,1,1,[40296],"[""During the term hereof and for a period of five (5) years thereafter, each Party agrees not to, either directly or indirectly, for itself or on behalf of any other person, firm, partnership, corporation or other entity hire, solicit, contract for, attempt to solicit, or cause to be solicited, the employment or services of any current or previous employee of the other Party (unless a period of sixty months has elapsed from the last date that such employee was employed by such party) without the prior written consent of such other Party.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Covenant Not To Sue,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Document Name,1,1,[64],"[""MANUFACTURING, DESIGN AND MARKETING AGREEMENT (t""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Effective Date,1,1,[338],"[""October 3, 2018""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Exclusivity,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Expiration Date,1,1,[1696],"[""Subject to earlier termination as provided in this Agreement, the initial term of this Agreement shall be for a period beginning on the Effective Date and ending ten (10) years thereafter unless this Agreement is terminated earlier as provided herein.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Governing Law,1,1,[44862],"[""The Parties agree that this Agreement shall be governed by and construed in accordance with the laws of the State of Arizona without regard to conflicts of law provisions thereof or any other applicable law and that exclusive venue shall be in the federal or state courts located in Maricopa County, Arizona.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Insurance,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Ip Ownership Assignment,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Irrevocable Or Perpetual License,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Joint Ip Ownership,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,License Grant,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Liquidated Damages,1,1,[40838],"[""Each Party agrees that in the event it violates the provisions of this Section 15.9, it will pay to the other Party as liquidated damages, and not as a penalty, an amount equal to one hundred times (100 X) of any such employee's then-current base annual salary.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Minimum Commitment,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Most Favored Nation,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,No-Solicit Of Customers,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,No-Solicit Of Employees,1,1,[40296],"[""During the term hereof and for a period of five (5) years thereafter, each Party agrees not to, either directly or indirectly, for itself or on behalf of any other person, firm, partnership, corporation or other entity hire, solicit, contract for, attempt to solicit, or cause to be solicited, the employment or services of any current or previous employee of the other Party (unless a period of sixty months has elapsed from the last date that such employee was employed by such party) without the prior written consent of such other Party.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Non-Compete,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Non-Disparagement,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Non-Transferable License,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Notice Period To Terminate Renewal,1,1,[1948],"[""This Agreement will renew automatically thereafter for successive one-year terms unless and until one Party gives notification of termination with at least sixty (60) days written notice.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Parties,1,5,"[160, 207, 227, 293, 378]","[""Zounds Hearing, Inc."", ""Subcontractor"", ""InnerScope Hearing Technologies, Inc."", ""\""Manufacturer\"")"", ""Subcontractor and Manufacturer may also be referred to herein individually as \""Party\"" or collectively as the \""Parties\"".""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Post-Termination Services,1,1,[21485],"[""If the Manufacturer terminates this Agreement or cancels any purchase order for cause pursuant to Section 8.2 Manufacturer shall not be liable for any termination or cancellation charges but Subcontractor may, at Subcontractor's sole discretion, purchase all or part of any remaining inventory.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Price Restrictions,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Renewal Term,1,1,[1948],"[""This Agreement will renew automatically thereafter for successive one-year terms unless and until one Party gives notification of termination with at least sixty (60) days written notice.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Revenue/Profit Sharing,1,3,"[7603, 8072, 8294]","[""In addition to paying the Product Costs of Manufacturer's Products, Manufacturer shall also pay to Subcontractor the following royalty payments (each a \""Royalty\"" and collectively the \""Royalties\"") for each of Manufacturer's Product purchased under this Agreement. Royalties shall be paid 50% at time of shipping and the remaining balance of 50% due in 15-days after the Manufacturer's Products have shipped from the manufacturing facility."", ""For Manufacturer's Products that are non-rechargeable, Manufacturer shall pay Subcontractor a Royalty equal to the higher of (i) eighty percent (80.0%) of the Product Cost; and (ii) $80 per unit."", ""For Manufacturer's Products that are rechargeable, Manufacturer shall pay Subcontractor a Royalty equal to the higher of (i) one hundred percent (100.0%) of the Product Cost; and (ii) $100 per unit.""]"
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Rofr/Rofo/Rofn,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Source Code Escrow,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Termination For Convenience,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Third Party Beneficiary,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Uncapped Liability,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Unlimited/All-You-Can-Eat-License,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Volume Restriction,0,0,[],[]
train,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",0,Warranty Duration,1,1,[15838],"[""Upon Manufacturer's request, Subcontractor will facilitate such Manufacturer's Products being repaired or replaced, Manufacturer must return the Manufacturer's Products to Subcontractor, transportation charges prepaid by Manufacturer, within fifteen (15) days of the end of such thirty (30) date notice period.""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Affiliate License-Licensee,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Affiliate License-Licensor,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Agreement Date,1,1,[216],"[""April 8, 2020,""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Anti-Assignment,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Audit Rights,1,1,[7482],"[""The Servicer shall maintain appropriate books of account and records relating to services performed hereunder, which books of account and records shall be accessible for inspection by the Owner at any time during normal business hours.""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Cap On Liability,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Change Of Control,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Competitive Restriction Exception,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Covenant Not To Sue,1,1,[32651],"[""Notwithstanding any prior termination of the Owner or this Agreement, the Servicer shall not at any time with respect to the Owner, acquiesce, petition or otherwise invoke or cause the Owner to invoke the process of any court or governmental authority for the purpose of commencing or sustaining a case against the Owner under any federal or state bankruptcy, insolvency or similar law or appointing a receiver, conservator, liquidator, assignee, trustee, custodian, sequestrator or other similar official of the Owner or any substantial part of its property, or ordering the winding up or liquidation of the affairs of the Owner.""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Document Name,1,1,[155],"[""SERVICING AGREEMENT""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Effective Date,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Exclusivity,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Expiration Date,1,1,[9589],"[""This Agreement shall continue in force until the earlier to occur of (i) the Owner no longer owns any Receivables or Participation Interests, and (ii) subject to Section 7(d), the delivery of written notice of termination by the Owner to the Servicer pursuant to Section 7(c), in each case upon which event this Agreement shall automatically terminate unless otherwise agreed in writing between the Servicer and the Owner.""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Governing Law,1,1,[28603],"[""THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT REFERENCE TO ITS CONFLICT OF LAW PROVISIONS (OTHER THAN SECTION 5-1401 OF THE GENERAL OBLIGATIONS LAW), AND THE OBLIGATIONS, RIGHTS AND REMEDIES OF THE PARTIES HEREUNDER SHALL BE DETERMINED IN ACCORDANCE WITH SUCH LAWS.""]"
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Insurance,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Ip Ownership Assignment,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Irrevocable Or Perpetual License,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Joint Ip Ownership,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,License Grant,0,0,[],[]
train,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,0,Liquidated Damages,0,0,[],[]
